Month,মন্দির,শোভাযাত্রা,শেষকৃত্য,অন্ত্যেষ্টিক্রিয়া,Email,গির্জা,পুরুষ,নারী,যুবক,Email_file1,প্রবীণ,বয়স্ক,তীর্থযাত্রী,তীর্থযাত্রীরা,Email_file2,সাম্প্রদায়িক,বৈষম্য,প্রান্তিককরণ,হুমকি,Email_file3,হুমকিগুলো,হয়রানি,পরিচয়,যাজক,Email_file4,পুরোহিত,পাদ্রী,ইমাম,নির্যাতন,Email_file5,বেসামরিক নাগরিক,বেসামরিক,শেখ,আয়াতুল্লাহ,Email_file6,ইমাম_file7,গোষ্ঠী,কুল,বংশ,Email_file7,শিক্ষক,আইনজীবী,ব্যবসায়ী,অধ্যাপক,Email_file8,কর্মকর্তা,কর্মকর্তারা,বিচারক,ম্যাজিস্ট্রেট,Email_file9,শিয়ারা,আলাউই,আলাবি,শিয়ারা(2),Email_file10,মন্ত্রী,কর্মচারী,কর্মী,শ্রমিক,Email_file11,চিকিৎসক,নার্স,সেবিকা,প্রকৌশলী,Email_file12,শিশুসমূহ,শিশু,নিরাপত্তারক্ষী,সিকিউরিটি গার্ড,Email_file13,কারখানা,প্রহরী,জাতিগত বিদ্বেষ,Email_file14,কুর্দি,ফাইলি কুর্দি,ফাইলি কুর্দি(2),খ্রিষ্টান,Email_file15,খ্রিস্টান ধর্মাবলম্বী,ইয়াজিদি,তুর্কমেন,শাবাক,Email_file16,মন্দেয়ান,আর্মেনীয়,খালদীয়,ক্যালডীয়,Email_file17,সিরিয়াক,আসিরিয়ান,সার্কাসিয়ান,বাহাই,Email_file18,রোমা,রোমানি জনগোষ্ঠী,মার্শ আরব,ইহুদি,Email_file19,সাবিয়ান,যাযাবর,কৃষ্ণাঙ্গ ইরাকি,ধর্ম,Email_file20,উপদল,সংখ্যালঘু,মাজার,মসজিদ,Email_file21,জাতিগত,নৃগোষ্ঠীগত,সুন্নি,শিয়া,Email_file22
2023-01,1,0.0,0,0,20,0,1.0,1,0.5,4,0.0,0.5,0.0,0,5,0.0,1.0,0,0.0,20,0,0.0,5,0,20,0.0,0,2,1.0,20,0,0.5,0.5,0.0,0.5,2,1.0,1,1.0,20,16,0.0,0.0,1,20,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,2,1,1.0,1,20,1.0,1.0,0,1.0,20,0,8,0,0.0,20,1.0,0.5,0,20,0.0,0,0.0,0.0,20,0,0,0.0,0,20,0,0.0,0.0,0,3,0.0,0,0,0,20,0.0,0,0,0.0,20,0.0,0.0,0,5,20,0,0.0,1,5,20,0,0,0.0,0.0,20
2023-02,2,0.0,0,0,23,0,1.0,2,0.0,4,0.0,0.5,0.0,0,6,0.0,1.0,0,0.0,23,0,0.0,6,0,23,0.0,0,3,1.0,23,0,0.5,0.5,0.0,0.5,3,0.0,1,1.0,23,14,0.0,0.0,1,23,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,3,1,1.0,1,23,0.0,1.0,0,1.0,23,0,8,0,0.0,23,1.0,1.0,0,23,0.0,0,0.0,0.0,23,0,0,0.0,0,23,0,0.0,0.0,0,3,0.0,0,0,0,23,0.0,0,0,0.0,23,0.0,0.0,0,6,23,0,1.0,1,6,23,0,0,0.0,0.0,23
2023-03,2,0.0,0,0,25,0,1.0,2,0.0,5,0.0,0.5,0.0,0,6,0.0,1.0,0,0.0,25,0,0.0,7,0,25,0.0,0,4,1.0,25,0,0.5,0.5,0.0,1.0,4,1.0,1,1.0,25,18,0.5,0.0,1,25,0.5,0.0,0.5,0.5,2,0,0,0.0,0,1.0,2,1,1.0,1,25,1.0,1.0,0,1.0,25,0,9,0,0.0,25,1.0,1.0,0,25,0.0,0,0.0,0.0,25,0,0,0.0,0,25,0,0.0,0.0,0,3,0.0,0,0,0,25,0.0,0,0,1.0,25,0.0,0.0,0,5,25,0,0.0,1,6,25,0,0,0.0,1.0,25
2023-04,1,1.0,0,0,20,0,1.0,1,0.5,4,0.0,0.5,0.0,0,5,0.0,0.0,0,0.0,20,0,0.0,4,0,20,0.0,0,3,1.0,20,0,0.5,0.5,0.0,0.5,3,1.0,1,0.5,20,17,0.0,1.0,1,20,0.5,0.0,0.5,0.5,2,0,0,0.0,0,1.0,2,1,1.0,2,20,0.0,0.5,0,0.0,20,0,6,0,0.0,20,1.0,1.0,0,20,0.0,0,0.0,0.0,20,0,0,0.0,0,20,0,0.0,0.0,0,3,0.0,0,0,0,20,0.0,0,0,0.0,20,0.0,0.0,0,6,20,0,0.0,1,5,20,0,0,0.0,0.0,20
2023-05,2,0.0,0,0,25,0,1.0,2,0.5,5,0.0,1.0,0.0,0,6,0.0,1.0,0,0.0,25,0,0.0,7,0,25,0.0,0,2,1.0,25,0,0.5,0.5,0.0,1.0,2,1.0,1,1.0,25,13,0.0,1.0,1,25,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,2,1,1.0,2,25,0.0,1.0,0,1.0,25,0,7,0,0.0,25,1.0,0.5,0,25,0.0,0,0.0,0.0,25,0,0,0.0,0,25,0,0.0,0.0,0,3,0.0,0,0,0,25,0.0,0,0,0.0,25,0.0,0.0,0,8,25,0,0.0,1,4,25,0,0,0.0,0.0,25
2023-06,1,0.0,0,0,26,0,1.0,1,0.5,5,0.0,1.0,0.0,0,6,0.0,0.0,0,0.0,26,0,0.0,7,0,26,0.0,0,3,1.0,26,0,0.5,0.5,0.0,1.0,3,1.0,1,1.0,26,13,0.5,1.0,1,26,0.5,0.0,0.5,0.5,3,0,0,0.0,0,1.0,2,1,1.0,2,26,0.5,1.0,0,0.5,26,0,7,0,0.0,26,1.0,1.0,0,26,0.0,0,0.0,0.0,26,0,0,0.0,0,26,0,0.0,0.0,0,3,0.0,0,0,0,26,0.0,0,0,1.0,26,0.0,0.0,0,7,26,0,0.0,1,5,26,0,0,1.0,0.0,26
2023-07,1,0.0,0,0,23,0,1.0,1,0.5,4,0.0,1.0,0.0,0,6,0.0,0.0,0,0.0,23,0,0.0,5,0,23,0.0,0,2,1.0,23,0,0.5,0.5,0.0,0.5,2,0.0,1,1.0,23,11,0.0,0.0,1,23,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,2,1,0.5,1,23,1.0,1.0,0,0.5,23,0,7,0,0.0,23,1.0,1.0,0,23,0.0,0,0.0,0.0,23,0,0,0.0,0,23,0,0.0,0.0,0,3,0.0,0,0,0,23,0.0,0,0,0.0,23,0.0,0.0,0,5,23,0,0.0,1,5,23,0,0,0.0,0.5,23
2023-08,1,0.0,0,0,27,0,1.0,2,0.0,5,0.0,4.0,0.0,0,7,0.0,0.0,0,0.0,27,0,0.0,7,0,27,0.0,0,3,1.0,27,0,0.5,0.5,0.0,1.0,3,0.0,1,0.5,27,14,0.0,0.5,1,27,0.5,0.0,0.0,0.5,3,0,0,0.0,0,1.0,2,2,1.0,1,27,1.0,1.0,0,1.0,27,0,7,0,0.0,27,1.0,1.0,0,27,0.0,0,0.0,0.0,27,0,0,0.0,0,27,0,0.0,0.0,0,3,0.0,0,0,0,27,0.0,0,0,0.0,27,0.0,0.0,0,6,27,0,0.0,1,4,27,0,0,0.0,0.0,27
2023-09,1,0.0,0,0,23,0,1.0,2,0.0,4,0.0,2.0,0.0,0,6,0.0,0.0,0,0.0,23,0,0.0,6,0,23,0.0,0,2,1.0,23,0,0.5,0.5,0.0,0.5,2,1.0,1,1.0,23,12,0.0,0.5,1,23,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,2,1,1.0,1,23,1.0,1.0,0,1.0,23,0,7,0,0.0,23,1.0,0.5,0,23,0.0,0,0.0,0.0,23,0,0,0.0,0,23,0,0.0,0.0,0,3,0.0,0,0,0,23,0.0,0,0,0.0,23,0.0,0.0,0,5,23,0,0.0,1,5,23,0,0,0.0,0.0,23
2023-10,2,0.0,0,0,22,0,1.0,1,0.5,4,0.0,1.0,0.0,0,5,0.0,0.5,0,0.0,22,0,0.0,6,0,22,0.0,0,4,1.0,22,0,0.5,1.0,0.0,0.5,4,0.0,1,1.0,22,17,0.0,0.5,1,22,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,2,1,1.0,1,22,1.0,1.0,0,0.5,22,0,8,0,0.5,22,1.0,1.0,0,22,0.0,0,0.0,0.0,22,0,0,0.0,0,22,0,0.0,0.0,0,3,0.0,0,0,0,22,0.0,0,0,2.0,22,0.0,0.0,0,6,22,0,0.0,1,5,22,0,0,0.0,0.0,22
2023-11,2,0.0,0,0,24,0,1.0,2,0.0,5,0.0,0.5,0.0,0,6,0.0,0.0,0,0.0,24,0,0.0,6,0,24,0.0,0,2,1.0,24,0,0.5,0.5,0.0,1.0,2,1.0,1,1.0,24,33,0.0,1.0,1,24,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,2,1,0.5,1,24,0.0,1.0,0,1.0,24,0,8,0,0.0,24,1.0,1.0,0,24,0.5,0,0.0,0.0,24,0,0,0.0,0,24,0,0.0,0.0,0,3,0.0,0,0,0,24,0.0,0,0,1.0,24,0.0,0.0,0,9,24,0,0.0,1,5,24,0,0,0.0,0.0,24
2023-12,1,0.0,0,0,23,0,1.0,2,0.5,4,0.0,0.5,0.0,0,6,0.0,0.0,0,0.0,23,0,0.0,5,0,23,0.0,0,2,1.0,23,0,0.5,0.5,0.0,0.5,2,1.0,1,0.5,23,20,0.0,0.0,1,23,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,2,1,1.0,1,23,1.0,1.0,0,1.0,23,0,7,0,0.0,23,1.0,0.0,0,23,0.0,0,0.0,0.0,23,0,0,0.0,0,23,0,0.0,0.0,0,3,0.0,0,0,0,23,0.0,0,0,0.5,23,0.0,0.0,0,5,23,0,0.0,1,5,23,0,0,0.0,0.0,23
2024-01,3,0.0,0,0,21,0,1.0,2,0.0,4,0.0,0.5,0.0,0,5,0.0,0.0,0,0.0,21,0,0.0,7,0,21,0.0,0,2,1.0,21,0,0.5,0.5,0.0,0.5,2,0.0,1,1.0,21,18,0.0,0.0,2,21,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,15,2,1.0,1,21,1.0,1.0,0,0.0,21,0,7,0,0.0,21,2.0,0.0,0,21,0.0,0,0.0,0.0,21,0,0,0.0,0,21,0,0.0,0.0,0,3,0.0,0,0,0,21,0.0,0,0,0.0,21,0.0,0.5,0,7,21,0,0.0,1,5,21,0,0,0.0,0.0,21
2024-02,2,0.0,0,0,24,0,1.0,2,0.0,5,0.0,1.0,0.0,0,6,0.0,1.0,0,0.0,24,0,0.0,7,0,24,0.0,0,3,1.0,24,0,0.5,0.5,0.0,0.5,3,0.0,1,0.0,24,22,0.0,1.0,1,24,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,4,2,1.0,1,24,0.0,0.0,0,1.0,24,0,7,0,0.0,24,1.0,1.0,0,24,0.0,0,0.0,0.0,24,0,0,0.0,0,24,0,0.0,0.0,0,3,0.0,0,0,0,24,0.0,0,0,0.0,24,0.0,0.0,0,6,24,0,0.0,2,5,24,0,0,0.0,0.0,24
2024-03,2,0.0,0,0,23,0,1.0,2,0.5,4,0.0,1.0,0.5,0,6,0.0,0.0,0,0.0,23,0,0.5,6,0,23,0.0,0,3,1.0,23,0,0.5,0.5,0.0,0.5,3,1.0,1,0.5,23,21,0.0,1.0,1,23,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,4,2,1.0,1,23,1.0,1.0,0,1.0,23,0,8,0,0.0,23,1.0,0.0,0,23,0.0,0,0.0,0.0,23,0,0,0.0,0,23,0,0.0,0.0,0,3,0.0,0,0,0,23,0.0,0,0,1.0,23,0.0,0.0,0,6,23,0,0.0,1,6,23,0,0,0.0,0.0,23
2024-04,2,1.0,0,0,19,0,1.0,1,0.5,4,0.5,1.0,0.0,0,5,0.0,0.0,0,0.0,19,0,0.0,4,0,19,0.0,0,2,1.0,19,0,0.5,0.5,0.0,0.5,2,1.0,0,1.0,19,11,0.0,0.5,1,19,0.5,0.0,0.0,0.5,2,0,0,0.0,0,0.5,3,1,1.0,1,19,0.0,1.0,0,1.0,19,0,5,0,0.0,19,1.0,0.0,0,19,0.0,0,0.0,0.0,19,0,0,0.0,0,19,0,0.0,0.0,0,2,0.0,0,1,0,19,0.0,0,0,1.0,19,0.0,0.0,0,5,19,0,0.0,1,6,19,0,0,0.0,1.0,19
2024-05,1,0.0,0,0,22,0,1.0,1,0.5,4,0.0,0.5,0.0,0,5,0.0,1.0,0,0.0,22,0,0.5,6,0,22,0.0,0,3,1.0,22,0,0.5,0.5,0.0,0.5,3,1.0,1,1.0,22,18,0.5,0.0,1,22,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,3,2,1.0,2,22,1.0,1.0,0,1.0,22,0,6,0,0.0,22,1.0,0.0,0,22,0.0,0,0.0,0.0,22,0,0,0.0,0,22,0,0.0,0.0,0,3,0.0,0,0,0,22,0.0,0,0,0.5,22,0.0,0.0,0,6,22,0,0.0,1,4,22,0,0,0.5,1.0,22
2024-06,2,0.0,0,0,19,0,1.0,1,0.0,4,0.0,0.5,0.0,0,5,1.0,0.5,0,0.0,19,0,0.0,5,0,19,0.0,0,2,1.0,19,0,0.5,0.5,0.0,0.5,2,0.0,1,1.0,19,11,0.0,0.5,1,19,0.5,0.0,0.0,0.5,2,0,0,0.0,0,0.5,3,1,0.0,1,19,0.0,0.5,0,0.5,19,0,6,0,0.0,19,0.5,0.0,0,19,0.0,0,0.0,0.0,19,0,0,0.0,0,19,0,0.0,0.0,0,2,0.0,0,0,0,19,0.0,0,0,0.0,19,0.0,0.0,0,6,19,0,0.0,1,5,19,0,0,0.5,0.0,19
2024-07,1,0.0,0,0,21,0,1.0,1,0.0,4,0.0,1.0,0.0,0,5,0.0,1.0,0,0.0,21,0,0.0,5,0,21,0.0,0,2,1.0,21,0,0.5,0.5,0.0,0.5,2,0.0,1,0.0,21,14,0.0,0.0,1,21,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,3,1,1.0,0,21,0.0,0.0,0,1.0,21,0,6,0,0.0,21,1.0,0.0,0,21,0.0,0,0.0,0.0,21,0,0,0.0,0,21,0,0.0,0.0,0,3,0.0,0,0,0,21,0.0,0,0,0.0,21,0.0,0.0,0,8,21,0,0.0,1,4,21,0,0,0.0,0.0,21
2024-08,2,0.0,0,0,23,0,1.0,1,0.5,5,0.0,0.5,0.0,0,6,0.0,5.0,0,0.0,23,0,0.0,8,0,23,0.0,0,3,1.0,23,0,0.5,1.0,0.0,0.5,3,0.0,1,1.0,23,8,1.0,0.0,2,23,0.5,0.0,0.5,0.5,2,0,0,0.0,0,1.0,6,2,1.0,1,23,0.0,1.0,0,0.0,23,0,6,0,0.0,23,1.0,0.0,0,23,0.0,0,0.0,0.0,23,0,0,0.0,0,23,0,0.0,0.0,0,3,0.0,0,0,0,23,0.0,0,0,0.0,23,0.0,0.0,0,5,23,0,0.5,1,4,23,0,0,0.0,0.0,23
2024-09,2,0.0,0,0,25,0,1.0,1,0.5,5,0.0,0.5,0.0,0,6,0.5,3.0,0,0.0,25,0,0.0,6,0,25,1.0,0,2,1.0,25,0,0.5,0.5,0.0,1.0,2,0.0,1,1.0,25,11,1.0,1.0,3,25,0.5,0.0,0.5,0.5,2,0,0,0.0,0,1.0,2,2,1.0,1,25,1.0,1.0,0,0.0,25,0,6,0,0.0,25,1.0,0.0,0,25,0.0,0,0.0,0.0,25,0,0,0.0,0,25,0,0.0,0.0,0,3,0.0,0,0,0,25,0.0,0,0,0.0,25,0.0,0.0,0,5,25,0,0.0,2,5,25,0,0,0.0,0.5,25
2024-10,2,0.0,0,0,25,0,1.0,2,0.5,5,0.0,1.0,0.0,0,6,0.5,2.0,0,0.0,25,0,0.0,7,0,25,0.0,0,3,1.0,25,0,0.5,0.5,0.0,1.0,3,0.0,1,1.0,25,16,1.0,1.0,1,25,0.5,0.0,0.5,0.5,2,0,0,0.0,0,1.0,1,2,1.0,1,25,0.0,1.0,0,0.5,25,0,7,0,0.0,25,1.0,0.0,0,25,0.0,0,0.0,0.0,25,0,0,0.0,0,25,0,0.0,0.0,0,3,0.0,0,0,0,25,0.0,0,0,1.0,25,0.0,0.0,0,6,25,0,0.0,1,5,25,0,0,0.0,0.0,25
2024-11,2,0.0,0,0,23,0,1.0,2,0.5,4,0.0,1.0,0.0,0,6,0.0,3.0,0,0.0,23,0,0.0,7,0,23,0.0,0,3,1.0,23,0,0.5,0.5,0.0,0.5,3,1.0,1,1.0,23,12,1.0,1.0,1,23,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,1,2,1.0,1,23,1.0,1.0,0,1.0,23,0,7,0,0.0,23,1.0,0.0,0,23,0.0,0,0.0,0.0,23,0,0,0.0,0,23,0,0.0,0.0,0,3,0.0,0,0,0,23,0.0,0,0,1.0,23,0.0,0.0,0,7,23,0,0.0,1,5,23,0,0,1.0,0.0,23
2024-12,2,0.0,0,0,23,0,1.0,2,0.5,4,0.0,1.0,0.0,0,6,0.0,2.0,0,0.0,23,0,0.0,6,0,23,0.0,0,2,1.0,23,0,0.0,0.5,0.0,0.5,2,0.0,1,1.0,23,10,1.0,1.0,1,23,0.5,0.0,0.0,0.0,2,0,0,0.0,0,1.0,0,2,1.0,1,23,1.0,0.0,0,1.0,23,0,6,0,0.0,23,1.0,0.0,0,23,0.0,0,0.0,0.0,23,0,0,0.0,0,23,0,0.0,0.0,0,3,0.0,0,0,0,23,0.0,0,0,0.0,23,0.0,0.0,0,7,23,0,0.0,1,5,23,0,0,0.0,0.0,23
2025-01,1,0.0,0,0,22,0,1.0,1,0.0,4,0.0,1.0,0.0,0,5,0.0,2.0,0,0.5,22,0,1.0,5,0,22,0.0,0,3,1.0,22,0,0.0,0.5,0.0,0.5,3,1.0,1,0.0,22,12,0.0,0.0,1,22,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,1,3,1.0,1,22,0.5,1.0,0,1.0,22,0,6,0,0.0,22,1.0,0.0,0,22,0.0,0,0.0,0.0,22,0,0,0.0,0,22,0,0.0,0.0,0,3,0.0,0,0,0,22,0.0,0,0,0.0,22,0.0,0.0,0,5,22,0,0.0,1,4,22,0,0,0.0,0.0,22
2025-02,1,0.0,0,0,21,0,1.0,1,0.5,4,0.0,1.0,0.0,0,5,0.0,1.0,0,0.0,21,0,0.0,5,0,21,0.0,0,2,0.0,21,0,0.5,0.5,0.0,0.5,2,0.0,1,1.0,21,10,1.0,0.5,2,21,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,1,3,1.0,1,21,1.0,1.0,0,1.0,21,0,6,0,0.0,21,1.0,0.0,0,21,0.0,0,0.0,0.0,21,0,0,0.0,0,21,0,0.0,0.0,0,3,0.0,0,0,0,21,0.0,0,0,0.0,21,0.0,0.0,0,5,21,0,0.0,1,4,21,0,0,0.0,0.0,21
2025-03,1,0.0,0,0,21,0,1.0,2,0.5,4,0.0,0.5,0.0,0,5,0.0,1.0,0,0.0,21,0,0.0,5,0,21,1.0,0,3,1.0,21,0,0.5,0.5,0.0,0.5,3,0.0,1,0.0,21,9,0.0,1.0,2,21,0.5,0.0,0.0,0.5,2,0,0,0.0,0,1.0,1,2,0.0,1,21,0.0,0.5,0,1.0,21,0,6,0,0.0,21,1.0,0.0,0,21,0.0,0,0.0,0.0,21,0,0,0.0,0,21,0,0.0,0.0,0,3,0.0,0,0,0,21,0.0,0,0,1.0,21,0.0,0.0,0,5,21,0,0.0,1,5,21,0,0,0.0,0.0,21
2025-04,1,1.0,0,0,20,0,1.0,1,0.5,4,0.0,3.0,0.0,0,5,0.0,1.0,0,0.5,20,0,0.0,6,0,20,0.0,0,3,1.0,20,0,0.5,0.5,0.0,0.5,3,0.0,1,1.0,20,11,0.5,0.0,1,20,0.5,0.0,0.0,0.5,2,0,0,0.0,0,0.5,1,1,1.0,2,20,1.0,1.0,0,1.0,20,0,6,0,0.0,20,1.0,1.0,0,20,0.0,0,0.0,0.0,20,0,0,0.0,0,20,0,0.0,0.0,0,3,0.0,0,0,0,20,0.0,0,0,2.0,20,0.0,0.0,0,5,20,0,0.0,1,6,20,0,0,0.0,0.0,20
2025-05,1,0.0,0,0,20,0,1.0,2,0.0,4,0.0,1.0,0.0,0,5,0.0,1.0,0,0.0,20,0,0.0,5,0,20,0.0,0,3,1.0,20,0,0.5,0.5,0.0,0.5,3,0.0,1,1.0,20,12,0.0,1.0,1,20,0.5,0.0,0.5,0.5,2,0,0,0.0,0,0.5,1,3,1.0,3,20,1.0,1.0,0,1.0,20,0,7,0,0.0,20,1.0,0.0,0,20,0.0,0,0.0,0.0,20,0,0,0.0,0,20,0,0.0,0.0,0,3,0.0,0,0,0,20,0.0,0,0,0.0,20,0.0,0.0,0,5,20,0,0.0,1,4,20,0,0,0.0,0.0,20
2025-06,1,0.0,0,0,20,0,1.0,1,0.5,4,0.0,1.0,0.0,0,5,0.0,0.0,0,0.0,20,0,0.0,5,0,20,0.0,0,1,0.5,20,0,0.5,0.5,0.5,0.5,1,0.0,1,1.0,20,13,0.0,1.0,1,20,0.5,0.0,0.0,0.5,2,0,0,0.0,0,0.5,1,1,1.0,1,20,1.0,0.5,0,1.0,20,0,6,0,0.0,20,1.0,0.0,0,20,0.0,0,0.0,0.0,20,0,0,0.0,0,20,0,0.0,0.0,0,3,0.0,0,0,0,20,0.0,0,0,1.0,20,0.0,0.0,0,4,20,0,0.0,1,3,20,0,0,0.5,1.0,20
2025-07,2,0.0,0,0,18,0,1.0,2,0.5,3,0.0,1.0,0.0,0,4,0.0,1.0,0,0.0,18,0,0.0,6,0,18,0.0,0,3,1.0,18,0,0.5,0.5,0.0,0.5,3,0.0,1,1.0,18,13,1.0,0.5,2,18,0.5,0.0,0.5,0.5,2,0,0,0.0,0,0.5,1,2,1.0,1,18,1.0,1.0,0,1.0,18,0,7,0,0.0,18,1.0,0.0,0,18,0.0,0,0.0,0.0,18,0,0,0.0,0,18,0,0.0,0.0,0,2,0.0,0,0,0,18,0.0,0,0,0.5,18,0.0,0.0,0,5,18,0,0.0,1,4,18,0,0,0.0,0.0,18
2025-08,2,0.0,0,0,19,0,1.0,2,0.5,4,0.0,1.0,0.0,0,5,0.0,1.0,0,1.0,19,0,0.0,7,0,19,0.0,0,2,1.0,19,0,0.0,0.5,0.0,0.5,2,0.5,1,1.0,19,15,1.0,1.0,2,19,0.5,0.0,0.5,0.5,2,0,0,0.0,0,0.5,1,2,1.0,1,19,1.0,1.0,0,1.0,19,0,8,0,0.0,19,1.0,0.5,0,19,0.0,0,0.0,0.5,19,0,0,0.0,0,19,0,0.0,0.0,0,2,0.0,0,0,0,19,0.0,0,0,0.0,19,0.0,0.0,0,5,19,0,0.0,1,4,19,0,0,0.0,0.5,19
2025-09,2,0.5,0,0,18,0,1.0,2,0.5,3,0.5,1.0,0.0,0,4,0.5,1.0,0,0.5,18,0,0.5,7,0,18,0.5,0,2,1.0,18,0,0.5,0.5,0.5,0.5,2,1.0,1,1.0,18,25,0.5,1.0,2,18,0.5,0.5,0.5,0.5,2,0,0,0.5,0,0.5,1,3,1.0,2,18,1.0,1.0,0,1.0,18,0,8,0,0.5,18,1.0,0.5,0,18,0.5,0,0.5,0.5,18,0,0,0.0,0,18,0,0.5,0.5,0,2,0.0,0,0,0,18,0.5,0,0,0.5,18,0.5,0.5,0,5,18,0,0.5,2,5,18,0,0,0.5,0.5,18
