Month,humanitarian organisations,humanitarian organisations(2),humanitarian organisations(3),humanitarian agencies,Email,operation,nutrition,malnourishment,malnutrition,Email_file1,reconstruction,supplies,medical,grant,Email_file2,workshop,rationing,PDS,PDS(2),Email_file3,charity,charity(2),organisation,shelter,Email_file4,refuge,refuge(2),temporary,temporary(2),Email_file5,death,immunisation,protection,faeces,Email_file6,cash assistance,medicine,medicine(2),medicine(3),Email_file7,suffering,pregnant,basket,container,Email_file8,container_file9,container(2),carton,clothes,Email_file9,emergency,food parcels,money,voucher,Email_file10,humanitarian agencies_file11,humanitarian agencies(2),refugee camp,tent,Email_file11,voucher_file12,dehydration,undernutrition,cash grant,Email_file12,cash grant_file13,cash grant(2),army,Email_file13,host community,refugee camps,tents,host communities,Email_file14,coping strategies,coping strategies(2),aid,aid(2),Email_file15,aid_file16,relief,outbreak,outbreak(2),Email_file16,infectious diseases,epidemic,disease,contagious,Email_file17,donor,donor(2),donor(3),vaccination,Email_file18,vaccination_file19,campaign,campaign(2),campaign(3),Email_file19,polio,cholera,operation_file20,operation(2),Email_file20,relief efforts,disaster,emergency situation,complex humanitarian emergency situation,Email_file21
2024-12,0,0.0,0,0,30,3,2,0,0.5,19,0.0,0.5,3,0.5,2,0.5,0,0.5,0.5,5,0.0,0.0,0.5,0.5,1,0.0,0.0,0.5,0.5,7,1,0,0.5,0,2,0,22,22,22,30,1.0,9,2,5,30,5,5,4,5,30,0.5,0,1.0,0.5,1.0,0,0,0.5,0.5,8,0.5,0.0,0,0,0.5,0,0,3,3,0,0.0,0.0,0.0,8,0.0,0,0.5,0.5,2,0.5,0.5,0.0,0.0,1,0.0,0.0,1.0,0.0,2,0.5,0.5,0.5,0.5,1,0.5,1.0,1.0,1.0,12,0.0,0.0,5,5,30,0,1,0,0,30
2025-01,0,0.0,0,0,29,3,2,0,0.0,19,0.5,0.5,4,0.5,2,0.5,0,0.5,0.5,5,0.5,0.5,0.5,0.5,1,0.0,0.0,0.5,0.5,7,1,0,0.5,0,2,0,23,23,23,29,1.0,9,2,6,29,6,6,4,5,29,0.5,0,1.0,0.5,0.5,0,0,0.0,0.5,8,0.5,0.0,0,0,0.5,0,0,2,3,0,0.0,0.0,0.0,8,0.0,0,0.5,0.5,2,0.5,0.5,0.5,0.5,1,0.0,0.5,1.0,0.0,2,0.0,0.5,0.5,0.5,1,0.5,1.0,1.0,1.0,12,0.0,0.5,5,5,29,0,1,0,0,29
2025-02,0,0.0,0,0,30,4,2,0,0.0,19,0.0,0.5,3,0.5,2,0.5,0,0.5,0.0,5,0.0,0.5,0.5,0.5,1,0.0,0.0,0.5,0.5,7,1,0,0.5,0,2,0,22,22,22,30,0.0,9,2,6,30,6,6,3,5,30,0.5,0,1.0,0.5,1.0,0,0,0.5,0.5,8,0.5,0.0,0,0,0.5,0,0,2,3,0,0.0,0.0,0.0,8,0.0,0,0.5,0.5,2,0.5,0.5,0.0,0.0,1,0.0,0.0,1.0,0.0,2,0.5,0.5,0.5,0.0,1,0.0,1.0,1.0,1.0,12,0.0,0.0,6,6,30,0,1,0,0,30
2025-03,0,0.0,0,0,32,3,2,0,0.0,20,0.0,0.5,2,0.5,2,0.5,0,0.5,0.5,6,0.5,0.5,0.5,0.5,2,0.0,0.0,0.5,1.0,7,1,0,0.5,0,2,0,23,24,23,32,1.0,9,1,6,32,6,6,4,6,32,0.5,0,1.0,0.5,1.0,0,0,0.5,0.5,8,0.5,0.0,0,0,0.5,0,0,2,3,0,0.0,0.0,0.0,9,0.0,0,0.5,0.5,3,0.5,0.5,0.0,0.0,1,0.0,0.5,1.0,0.0,2,0.5,0.5,0.0,0.0,2,0.0,1.0,1.0,1.0,13,0.0,0.5,4,4,32,0,1,0,0,32
2025-04,0,0.0,0,0,32,3,2,0,0.0,20,0.0,0.5,2,0.5,2,0.5,0,0.5,0.5,5,0.5,0.5,0.5,0.5,2,0.0,0.0,0.5,0.5,7,1,0,0.5,0,2,0,22,22,22,32,0.5,9,2,5,32,5,5,4,4,32,0.5,0,1.0,0.5,1.0,0,0,0.0,0.5,8,0.5,0.5,0,0,0.5,0,0,2,3,0,0.0,0.0,0.0,9,0.0,0,0.5,0.5,3,0.5,0.5,0.0,0.0,1,0.0,0.5,0.5,0.0,2,0.5,0.5,0.5,0.0,2,0.0,0.5,0.5,0.5,13,0.0,0.0,4,4,32,0,1,0,0,32
2025-05,0,0.0,0,0,36,4,2,0,0.0,23,0.0,0.5,2,0.5,2,0.5,0,0.5,0.5,6,0.5,0.5,0.5,0.5,2,0.0,0.0,0.5,0.5,8,1,0,0.5,0,3,0,21,21,21,36,1.0,8,2,7,36,7,7,3,4,36,0.5,0,1.0,0.5,1.0,0,0,0.5,0.5,9,0.5,0.0,0,0,1.0,0,0,2,4,0,0.0,0.0,0.0,10,0.0,0,0.5,0.5,3,0.5,0.5,0.0,0.0,1,0.0,0.5,1.0,0.0,3,0.5,0.5,0.5,0.5,2,0.5,1.0,1.0,1.0,14,0.0,0.0,6,6,36,0,1,0,0,36
2025-06,0,0.0,0,0,33,3,2,0,0.0,21,0.0,0.5,2,0.5,2,0.5,0,0.5,0.0,6,0.5,0.5,0.5,0.5,2,0.5,0.0,0.5,0.5,8,1,0,0.5,0,3,0,24,23,23,33,1.0,8,1,5,33,5,5,3,4,33,0.5,0,1.0,0.5,1.0,0,0,0.5,0.5,8,0.5,0.0,0,0,0.5,0,0,2,3,0,0.0,0.0,0.0,9,0.0,0,0.5,0.5,3,0.5,0.5,0.0,0.0,1,0.0,0.0,1.0,0.5,2,0.5,0.5,0.5,0.5,2,0.5,1.0,1.0,1.0,13,0.0,0.5,5,5,33,0,1,0,0,33
2025-07,0,0.0,0,0,29,3,2,0,0.0,19,0.0,0.5,2,0.5,2,0.5,0,0.5,0.5,5,0.5,0.5,0.5,0.5,1,0.0,0.0,0.5,0.5,7,1,0,0.5,0,2,0,22,22,23,29,1.0,8,1,5,29,5,5,4,4,29,0.5,0,1.0,0.5,0.5,0,0,0.0,0.5,8,0.5,0.0,0,0,0.5,0,0,2,3,0,0.0,0.0,0.0,8,0.0,0,0.5,0.5,2,0.5,0.5,0.5,0.0,1,0.0,0.0,1.0,0.5,2,0.5,0.5,0.5,0.0,1,0.0,0.5,0.5,1.0,12,0.0,0.0,5,5,29,0,2,0,0,29
2025-08,0,0.0,0,0,34,3,2,0,0.5,21,0.0,0.5,2,0.5,2,0.5,0,0.5,0.5,6,0.5,0.5,0.5,0.5,2,0.0,0.0,0.5,0.5,8,1,0,0.5,0,3,0,25,25,25,34,1.0,9,1,6,34,6,6,3,4,34,0.5,0,1.0,0.5,1.0,0,0,0.5,0.5,9,0.5,0.5,0,0,1.0,0,0,2,3,0,0.0,0.5,0.0,10,0.0,0,0.5,0.5,3,0.5,0.5,0.0,0.0,1,0.0,0.5,1.0,0.5,2,0.5,0.5,0.5,0.5,2,0.5,1.0,1.0,1.0,14,0.0,0.5,5,5,34,0,1,0,0,34
2025-09,0,0.0,0,0,32,3,1,0,0.5,20,0.5,0.5,2,0.5,2,0.5,0,0.5,0.5,6,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,8,1,0,0.5,0,3,0,22,23,23,32,1.0,9,2,6,32,6,6,3,4,32,0.5,0,1.0,0.5,1.0,0,0,0.5,0.5,8,0.5,0.5,0,0,0.5,0,0,2,3,0,0.5,0.5,0.0,9,0.0,0,0.5,0.5,3,0.5,0.5,0.5,0.5,1,0.5,0.5,1.0,0.5,2,0.5,0.5,0.5,0.5,2,0.5,1.0,1.0,1.0,13,0.5,0.5,5,5,32,0,1,0,0,32
